Year MonthOfYear DayOfMonth DayOfYear DayOfCentury AirPressure(hPa) AirTemperature(C) AirTemperatureHygroClip(C) RelativeHumidity(%) SpecificHumidity(g/kg) WindSpeed(m/s) WindDirection(d) SensibleHeatFlux(W/m2) LatentHeatFlux(W/m2) ShortwaveRadiationDown(W/m2) ShortwaveRadiationDown_Cor(W/m2) ShortwaveRadiationUp(W/m2) ShortwaveRadiationUp_Cor(W/m2) Albedo_theta<70d LongwaveRadiationDown(W/m2) LongwaveRadiationUp(W/m2) CloudCover SurfaceTemperature(C) HeightSensorBoom(m) HeightStakes(m) DepthPressureTransducer(m) DepthPressureTransducer_Cor(m) AblationPressureTransducer(mm) IceTemperature1(C) IceTemperature2(C) IceTemperature3(C) IceTemperature4(C) IceTemperature5(C) IceTemperature6(C) IceTemperature7(C) IceTemperature8(C) TiltToEast(d) TiltToNorth(d) LatitudeGPS_HDOP<1(degN) LongitudeGPS_HDOP<1(degW) ElevationGPS_HDOP<1(m) HorDilOfPrecGPS_HDOP<1 LoggerTemperature(C) FanCurrent(mA) BatteryVoltage(V)
2016 10 21 295 6139 914.14 -8.38 -9.52 83.3 1.72 19.03 298.8 -999 -999 22.8 35.7 31 26.3 -999 227.4 273.1 .46 -9.46 2.7 1.784 9.984 10.826 -999 -6.88 -.12 .03 -.15 -.14 -.13 -.11 -.35 -999 -999 61.09985 46.832973 623.5 .71 -999 157.5 12.91
2016 10 22 296 6140 925.67 -8 -9.09 76 1.61 15.95 316.4 -999 -999 93.4 85 65.1 63.9 -999 202.1 272.3 .2 -9.39 2.687 1.787 10.122 10.834 0 -6.13 -.38 .03 -.16 -.15 -.12 -.1 -.35 -999 -999 61.09985 46.832977 623.4 .78 -999 153.3 13.35
2016 10 23 297 6141 935.71 -12.1 -13.16 68.1 .98 11.31 334.7 -999 -999 92.6 81.7 64.3 62.5 -999 176.6 254.6 .09 -13.69 2.55 1.782 10.199 10.841 -999 -7.58 -1 .04 -.16 -.14 -.12 -.09 -.35 -999 -999 61.09985 46.832954 622.8 .7 -999 143.1 13.42
2016 10 24 298 6142 926.5 -6.86 -7.9 64.3 1.55 5.81 8 -999 -999 24.4 23.8 18.8 18.5 -999 249.4 274.9 .62 -9.16 2.553 1.785 10.106 10.843 -999 -7.85 -1.69 .04 -.16 -.15 -.12 -.09 -.34 -999 -999 61.099854 46.832962 623.8 .73 -999 131.8 12.85
2016 10 25 299 6143 921.79 -6.98 -7.94 91.5 2.18 3.81 356.4 -999 -999 60.1 56.8 44.7 44.9 -999 280.4 278.4 .94 -8.51 2.518 1.788 10.078 10.842 1 -6.05 -2.21 .04 -.17 -.15 -.12 -.09 -.35 -999 -999 61.09985 46.832966 623.2 .67 -999 139.8 13.29
2016 10 26 300 6144 925 -11.38 -12.43 -999 -999 13.87 334.2 -999 -999 82.3 -999 56.7 -999 -999 194.8 258.3 -999 -999 2.441 1.796 10.179 10.92 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 61.099854 46.832966 626.2 .69 -999 152.1 13.22
2016 10 27 301 6145 938 -13.33 -14.4 -999 -999 14.34 332.2 -999 -999 80.1 -999 54.2 -999 -999 174 250.1 -999 -999 2.431 1.792 10.314 10.933 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 61.099857 46.832973 625.1 .71 -999 146.5 13.29
2016 10 28 302 6146 941 -9.95 -11.02 -999 -999 12.08 343.5 -999 -999 76.1 -999 50.7 -999 -999 190.3 261.1 -999 -999 2.414 1.787 10.25 10.841 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.76 -6.63 61.099854 46.832966 625.5 .72 -999 142.2 13.27
2016 10 29 303 6147 941 -10.01 -11.07 -999 -999 6.52 359.7 -999 -999 65.7 -999 43.9 -999 -999 211.4 261.3 -999 -999 2.711 1.784 10.308 10.899 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.93 -6.55 61.099846 46.832977 623.3 .75 -999 132 13.2
2016 10 30 304 6148 946 -4.83 -5.84 -999 -999 6.43 29.2 -999 -999 25.3 -999 20.6 -999 -999 285.5 289.6 -999 -999 2.787 1.786 10.359 10.903 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.22 -6.61 61.099842 46.832977 621.9 .71 -999 134.9 12.8
2016 10 31 305 6149 940 -.87 -1.86 -999 -999 8.97 34.4 -999 -999 18.8 -999 14.6 -999 -999 296.1 302.9 -999 -999 -999 1.778 10.212 10.812 -999 -999 -999 -999 -999 -999 -999 -999 -999 .92 -6.4 61.099842 46.833004 626 .71 -999 139.6 12.78
2016 11 1 306 6150 940 -.73 -1.65 -999 -999 8 12.3 -999 -999 30.6 -999 26.4 -999 -999 288.1 307.3 -999 -999 2.774 1.798 10.513 11.114 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.08 -6.22 61.099834 46.83297 622.8 .7 -999 143 13
2016 11 2 307 6151 950 -7.15 -8.2 -999 -999 6.87 352.1 -999 -999 31.9 -999 24.1 -999 -999 224.6 273.5 -999 -999 2.806 1.763 10.976 11.483 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.04 -6.18 61.099834 46.832985 622.5 .7 -999 134.4 12.83
2016 11 3 308 6152 946 -2.9 -3.91 -999 -999 4.88 27.2 -999 -999 24.7 -999 18.1 -999 -999 277.7 292.6 -999 -999 2.862 1.759 10.314 10.859 -999 -999 -999 -999 -999 -999 -999 -999 -999 .74 -6.15 61.09984 46.83297 621.8 .7 -999 135.6 12.75
2016 11 4 309 6153 936 1.07 .04 -999 -999 16.56 35.6 -999 -999 14 -999 11.6 -999 -999 319.1 316.1 -999 -999 2.449 1.779 10.212 10.849 -999 -999 -999 -999 -999 -999 -999 -999 -999 .78 -6.14 61.09985 46.832993 624 .69 -999 139 12.74
2016 11 5 310 6154 930 2.74 1.77 -999 -999 9.33 53.7 -999 -999 6.3 -999 3.9 -999 -999 328.7 319.7 -999 -999 2.429 1.809 10.141 10.834 -999 -999 -999 -999 -999 -999 -999 -999 -999 .86 -6.25 61.099854 46.832985 624.5 .74 -999 135.4 12.76
2016 11 6 311 6155 929 -1.92 -2.85 -999 -999 3.87 99.2 -999 -999 29.1 -999 27.3 -999 -999 294.6 304.9 -999 -999 2.333 1.744 10.173 10.876 -999 -999 -999 -999 -999 -999 -999 -999 -999 .84 -6.22 61.099846 46.832977 626.4 .7 -999 140.2 12.97
2016 11 7 312 6156 925 -9.9 -10.98 -999 -999 8.26 354.1 -999 -999 22.1 -999 31.5 -999 -999 213.8 265.5 -999 -999 2.3 1.717 10.038 10.778 -999 -999 -999 -999 -999 -999 -999 -999 -999 .4 -6.21 61.099846 46.832966 625.6 .68 -999 132 12.96
2016 11 8 313 6157 915 -6.99 -7.98 -999 -999 6.3 313.2 -999 -999 50.5 -999 42.1 -999 -999 229.3 275.6 -999 -999 2.353 1.742 10.115 10.949 -999 -999 -999 -999 -999 -999 -999 -999 -999 .19 -6.54 61.099834 46.832993 623 .73 -999 133.9 13.06
2016 11 9 314 6158 923 -13.8 -14.87 -999 -999 7.87 347.8 -999 -999 29.5 -999 24.5 -999 -999 207.8 250.4 -999 -999 2.718 1.72 10.109 10.868 -999 -999 -999 -999 -999 -999 -999 -999 -999 .13 -6.48 61.099827 46.832996 624.4 .82 -999 133.5 12.95
2016 11 10 315 6159 919 -16.09 -17.14 -999 -999 11.18 339.1 -999 -999 53.1 -999 40.7 -999 -999 168.8 240.6 -999 -999 2.332 1.724 10.07 10.866 -999 -999 -999 -999 -999 -999 -999 -999 -999 .3 -6.42 61.099827 46.832985 622.6 .72 -999 140 13.22
2016 11 11 316 6160 918 -15.88 -16.94 -999 -999 9.69 341.5 -999 -999 51 -999 39 -999 -999 170.2 239 -999 -999 -999 1.732 10.083 10.889 -999 -999 -999 -999 -999 -999 -999 -999 -999 .38 -6.39 61.09983 46.832996 621.3 .72 -999 144.2 13.22
2016 11 12 317 6161 905 -7.34 -8.38 -999 -999 9.18 37.4 -999 -999 15.2 -999 13.8 -999 -999 267.9 278.7 -999 -999 2.735 1.671 9.845 10.772 -999 -999 -999 -999 -999 -999 -999 -999 -999 .28 -6.34 61.09982 46.83299 620.9 .71 -999 127.9 12.78
2016 11 13 318 6162 907 -7.5 -8.53 -999 -999 7.78 32.6 -999 -999 16.4 -999 15.4 -999 -999 262.4 278.6 -999 -999 2.425 1.665 9.961 10.869 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.45 -6.51 61.099834 46.832977 625 .86 -999 131.9 12.73
2016 11 14 319 6163 910 -7.49 -8.52 -999 -999 5.01 32.1 -999 -999 16.1 -999 16 -999 -999 276 279.6 -999 -999 2.443 1.556 10.019 10.899 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.9 -6.56 61.099834 46.832985 626.1 .88 -999 133.8 12.7
2016 11 15 320 6164 925 -10.8 -11.83 -999 -999 7.31 296.1 -999 -999 30.1 -999 35.8 -999 -999 193.7 257.8 -999 -999 2.342 1.654 10.237 10.977 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.99 -6.5 61.099842 46.83297 624.9 .87 -999 132.1 13.05
2016 11 16 321 6165 938 -12.24 -13.33 -999 -999 10.13 308.5 -999 -999 34.1 -999 33.7 -999 -999 192.5 254 -999 -999 2.34 1.718 10.308 10.927 -999 -999 -999 -999 -999 -999 -999 -999 -999 2.08 -6.65 61.09983 46.83296 622.6 .92 -999 155.1 13.09
2016 11 17 322 6166 945 -6.49 -7.61 -999 -999 6.19 6.5 -999 -999 35.7 -999 28.9 -999 -999 229.4 272 -999 -999 2.411 1.594 10.308 10.861 -999 -999 -999 -999 -999 -999 -999 -999 -999 2.11 -6.67 61.099834 46.83297 622.9 .74 -999 134.2 13.06
2016 11 18 323 6167 934 -3.03 -4 -999 -999 3.63 23.9 -999 -999 11.8 -999 11 -999 -999 296 297 -999 -999 2.333 1.43 10.237 10.893 -999 -999 -999 -999 -999 -999 -999 -999 -999 2.02 -6.62 61.099842 46.832973 625.7 .82 -999 128.9 12.8
2016 11 19 324 6168 940 -6.97 -7.97 -999 -999 6.65 8.2 -999 -999 27.4 -999 22.6 -999 -999 251.3 279.5 -999 -999 2.447 1.612 10.327 10.927 -999 -999 -999 -999 -999 -999 -999 -999 -999 2.06 -6.57 61.099827 46.832962 622.9 .78 -999 142.2 12.98
2016 11 20 325 6169 944 -7.04 -8.07 -999 -999 6.04 347.9 -999 -999 22.3 -999 18.8 -999 -999 239.4 274 -999 -999 1.782 1.604 10.346 10.909 -999 -999 -999 -999 -999 -999 -999 -999 -999 .93 -6.44 61.09981 46.832924 622.6 .91 -999 134.4 12.9
2016 11 21 326 6170 938 -.53 -1.52 -999 -999 5.16 27.7 -999 -999 13 -999 11.6 -999 -999 306.6 306.6 -999 -999 2.367 1.556 10.224 10.843 -999 -999 -999 -999 -999 -999 -999 -999 -999 .91 -6.46 61.09984 46.832947 624.3 .73 -999 127.8 12.74
2016 11 22 327 6171 935 1.39 .45 -999 -999 2.89 12.9 -999 -999 11 -999 9.4 -999 -999 317.8 317.2 -999 -999 2.717 1.599 10.212 10.858 -999 -999 -999 -999 -999 -999 -999 -999 -999 .94 -6.43 61.09983 46.832966 623.1 .73 -999 125.5 12.75
2016 11 23 328 6172 930 .03 -.96 -999 -999 2.88 60.6 -999 -999 15 -999 14.2 -999 -999 313.2 313.6 -999 -999 2.331 1.589 10.179 10.873 -999 -999 -999 -999 -999 -999 -999 -999 -999 .88 -6.29 61.09981 46.832954 618.5 .78 -999 125.1 12.74
2016 11 24 329 6173 930 -3.15 -4.14 -999 -999 4.89 44.2 -999 -999 8.7 -999 7.8 -999 -999 284.5 297.8 -999 -999 2.288 1.55 10.25 10.944 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.06 -6.37 -999 -999 -999 -999 -999 127.3 12.73
2016 11 25 330 6174 934 -8.57 -9.59 -999 -999 6 353.4 -999 -999 15.7 -999 16 -999 -999 232.6 269.7 -999 -999 2.271 1.546 10.186 10.842 -999 -999 -999 -999 -999 -999 -999 -999 -999 .99 -6.43 -999 -999 -999 -999 -999 130.2 12.91
2016 11 26 331 6175 920 -1.86 -2.85 -999 -999 6.12 26.8 -999 -999 7.3 -999 6.9 -999 -999 296.8 302.4 -999 -999 2.337 1.537 10.051 10.838 -999 -999 -999 -999 -999 -999 -999 -999 -999 .99 -6.5 61.099804 46.832996 620.8 .77 -999 124.7 12.7
2016 11 27 332 6176 921 -4.22 -5.21 -999 -999 4.94 327.4 -999 -999 12 -999 11.3 -999 -999 283.8 293.2 -999 -999 2.323 1.54 10.212 10.989 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.03 -6.57 61.09982 46.832996 624.1 .95 -999 128.6 12.71
2016 11 28 333 6177 935 -12.61 -13.65 -999 -999 8.35 326.4 -999 -999 28.8 -999 23.5 -999 -999 183 251.2 -999 -999 2.336 1.536 10.256 10.903 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.04 -6.57 61.099796 46.832954 620.6 .77 -999 137.4 12.98
2016 11 29 334 6178 933 -17.94 -18.99 -999 -999 7.78 352.5 -999 -999 27.6 -999 22.4 -999 -999 173.6 231.3 -999 -999 2.317 1.53 10.244 10.909 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 -6.59 61.09982 46.83297 624.6 .89 -999 140.6 13.01
2016 11 30 335 6179 934 -14.68 -15.74 -999 -999 7.58 -999 -999 -999 26.8 -999 21.4 -999 -999 179.9 240.9 -999 -999 2.295 1.519 10.263 10.919 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.04 -6.67 61.099808 46.83298 622.6 .84 -999 136.1 13.04
2016 12 1 336 6180 933 -7.82 -8.86 -999 -999 6.48 359.7 -999 -999 10.5 -999 9.4 -999 -999 244.7 271.6 -999 -999 2.315 1.523 10.224 10.89 -999 -999 -999 -999 -999 -999 -999 -999 -999 .99 -6.63 61.09981 46.832973 622.7 .89 -999 126 12.79
2016 12 2 337 6181 932 -11.01 -12.01 -999 -999 5.54 4.6 -999 -999 25.2 -999 20.1 -999 -999 223.8 260.3 -999 -999 2.353 1.528 10.212 10.886 -999 -999 -999 -999 -999 -999 -999 -999 -999 .92 -6.55 61.099808 46.832977 622.7 .84 -999 135.5 13.01
2016 12 3 338 6182 928 -14.52 -15.58 -999 -999 8.93 352.9 -999 -999 21.3 -999 17 -999 -999 190.8 243 -999 -999 2.333 1.523 10.141 10.853 -999 -999 -999 -999 -999 -999 -999 -999 -999 .86 -6.54 61.099796 46.83297 620.4 .79 -999 137.5 13.01
2016 12 4 339 6183 917 -2.54 -3.53 -999 -999 8.5 22.9 -999 -999 15.3 -999 12.7 -999 -999 282.7 296.2 -999 -999 2.337 1.534 10.109 10.924 -999 -999 -999 -999 -999 -999 -999 -999 -999 .72 -6.46 61.099804 46.832954 622.6 .85 -999 124.7 12.85
2016 12 5 340 6184 921 .69 -.26 -999 -999 8.06 18.5 -999 -999 7.3 -999 6.5 -999 -999 296.1 307.8 -999 -999 2.355 1.53 10.07 10.848 -999 -999 -999 -999 -999 -999 -999 -999 -999 .65 -6.51 61.099815 46.832966 623.2 .71 -999 134.8 12.76
2016 12 6 341 6185 913 3.94 3.02 -999 -999 12.26 29.1 -999 -999 5.8 -999 5 -999 -999 294.3 319 -999 -999 2.4 1.572 10.057 10.91 -999 -999 -999 -999 -999 -999 -999 -999 -999 .6 -6.47 61.09981 46.832973 621.1 .78 -999 128 12.75
2016 12 7 342 6186 919 -.58 -1.59 -999 -999 4.91 19.4 -999 -999 11.1 -999 9.1 -999 -999 269.3 302.4 -999 -999 2.413 1.581 10.134 10.931 -999 -999 -999 -999 -999 -999 -999 -999 -999 .53 -6.4 61.099815 46.832985 621.4 .77 -999 128 12.77
2016 12 8 343 6187 925 -2.37 -3.37 -999 -999 6.45 10.8 -999 -999 7.9 -999 6.8 -999 -999 267.3 294.2 -999 -999 2.383 1.561 10.16 10.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 .67 -6.36 61.0998 46.832943 620.8 .82 -999 127.3 12.7
2016 12 9 344 6188 923 -3.95 -4.94 -999 -999 6.48 8.3 -999 -999 8.9 -999 7.6 -999 -999 251.3 287.1 -999 -999 2.403 1.577 10.115 10.874 -999 -999 -999 -999 -999 -999 -999 -999 -999 .79 -6.39 61.0998 46.832947 619.3 .71 -999 128.6 12.69
2016 12 10 345 6189 908 -2.46 -3.46 -999 -999 10.17 28.6 -999 -999 5 -999 4.8 -999 -999 260.1 292.9 -999 -999 -999 1.561 9.91 10.809 -999 -999 -999 -999 -999 -999 -999 -999 -999 .84 -6.37 61.099815 46.832996 623.9 .74 -999 126.7 12.68
2016 12 11 346 6190 899 -2.82 -3.81 -999 -999 8.65 21.4 -999 -999 5.2 -999 4.9 -999 -999 260.7 292.4 -999 -999 2.391 1.568 9.91 10.893 -999 -999 -999 -999 -999 -999 -999 -999 -999 .96 -6.39 61.099815 46.832996 624.7 .71 -999 132.3 12.68
2016 12 12 347 6191 908 -3.46 -4.43 -999 -999 3.42 33.9 -999 -999 5.9 -999 6.3 -999 -999 291 296.1 -999 -999 2.317 1.488 10.064 10.963 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.05 -6.32 61.09981 46.832962 623.9 .68 -999 125.1 12.66
2016 12 13 348 6192 914 -7.44 -8.43 -999 -999 1.96 29.7 -999 -999 3.5 -999 7.2 -999 -999 282.3 279.7 -999 -999 2.236 1.407 10.038 10.881 -999 -999 -999 -999 -999 -999 -999 -999 -999 .94 -6.3 61.09982 46.832985 627.3 .68 -999 122.6 12.67
2016 12 14 349 6193 910 -13.81 -14.86 -999 -999 7.55 341.8 -999 -999 11.9 -999 10.1 -999 -999 218.2 250.3 -999 -999 2.3 1.426 10.045 10.925 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 -6.33 61.09982 46.832985 626.5 .66 -999 130.9 12.77
2016 12 15 350 6194 920 -17.15 -18.21 -999 -999 7.95 355 -999 -999 19.8 -999 15.6 -999 -999 184.7 234.8 -999 -999 2.296 1.498 10.096 10.883 -999 -999 -999 -999 -999 -999 -999 -999 -999 .84 -6.3 61.099815 46.833 626.7 .73 -999 139.6 12.92
2016 12 16 351 6195 915 -7.85 -8.91 -999 -999 6.85 16.4 -999 -999 5.6 -999 5.3 -999 -999 257.2 272.5 -999 -999 2.328 1.429 10.012 10.846 -999 -999 -999 -999 -999 -999 -999 -999 -999 .14 -6.28 61.099808 46.833 623.1 .75 -999 131.8 12.65
2016 12 17 352 6196 899 -6.06 -7.09 -999 -999 9.89 40.5 -999 -999 5.6 -999 5.5 -999 -999 259.5 283.1 -999 -999 2.29 1.475 9.929 10.912 -999 -999 -999 -999 -999 -999 -999 -999 -999 .21 -6.32 61.099808 46.83299 620.2 .71 -999 130 12.63
2016 12 18 353 6197 911 -8.83 -9.86 -999 -999 5.52 12.4 -999 -999 5 -999 5 -999 -999 257.9 272.8 -999 -999 2.114 1.342 10.134 11.005 -999 -999 -999 -999 -999 -999 -999 -999 -999 .17 -6.31 61.099804 46.832996 623.6 .71 -999 133.4 12.63
2016 12 19 354 6198 912 -14.09 -15.14 -999 -999 7.8 337 -999 -999 8.1 -999 7.9 -999 -999 203.9 247.7 -999 -999 2.297 1.318 9.967 10.829 -999 -999 -999 -999 -999 -999 -999 -999 -999 .29 -6.33 61.099808 46.832996 623.4 .72 -999 139.3 12.62
2016 12 20 355 6199 908 -14.21 -15.28 -999 -999 11.58 280.7 -999 -999 20.3 -999 17.3 -999 -999 198.9 249.6 -999 -999 2.133 1.475 10 10.899 -999 -999 -999 -999 -999 -999 -999 -999 -999 .42 -6.44 61.099796 46.832993 621.9 .73 -999 131.6 12.76
2016 12 21 356 6200 910 -18.3 -19.35 -999 -999 11.66 321.2 -999 -999 19.7 -999 16.7 -999 -999 166.3 232.9 -999 -999 2.287 1.481 10.07 10.951 -999 -999 -999 -999 -999 -999 -999 -999 -999 .68 -6.6 61.099785 46.83297 621.4 .9 -999 139.8 12.9
2016 12 22 357 6201 915 -20.89 -21.96 -999 -999 10.41 339.4 -999 -999 18.2 -999 15 -999 -999 160.1 223 -999 -999 2.306 1.448 10.07 10.904 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.75 -7.09 61.09981 46.83296 621.5 .83 -999 142.7 12.9
2016 12 23 358 6202 919 -22.76 -23.82 -999 -999 11.73 335.2 -999 -999 19.2 -999 16.1 -999 -999 149.4 216.9 -999 -999 2.293 1.471 10.16 10.956 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.99 -7.11 61.09979 46.833 620.3 .83 -999 144.9 12.95
2016 12 24 359 6203 919 -21.44 -22.56 -999 -999 10.88 339.2 -999 -999 20.5 -999 17.2 -999 -999 145.3 218.3 -999 -999 2.326 1.474 10.089 10.886 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.99 -7.12 61.099804 46.833008 623.7 .8 -999 143.1 12.96
2016 12 25 360 6204 922 -24.03 -25.1 -999 -999 11.99 338.5 -999 -999 19 -999 15.9 -999 -999 148.3 212.5 -999 -999 2.333 1.475 10.154 10.922 -999 -999 -999 -999 -999 -999 -999 -999 -999 2.02 -7.44 61.099804 46.832996 620.9 .78 -999 145.8 12.95
2016 12 26 361 6205 916 -22.49 -23.6 -999 -999 10.64 343.9 -999 -999 21.2 -999 17.4 -999 -999 141 214.2 -999 -999 2.321 1.467 10.038 10.862 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.87 -7.41 61.0998 46.83298 621 .77 -999 147.9 12.98
2016 12 27 362 6206 907 -19.84 -20.94 -999 -999 12.8 301.2 -999 -999 18.1 -999 15.3 -999 -999 154.5 227.1 -999 -999 2.355 1.473 10.057 10.966 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.77 -7.35 61.099792 46.833008 621.7 .76 -999 130.2 12.97
2016 12 28 363 6207 921 -21.97 -23.03 -999 -999 11.04 332.4 -999 -999 20.7 -999 17 -999 -999 149.3 218.2 -999 -999 2.348 1.469 10.122 10.899 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.29 -7.05 61.099792 46.83302 623.8 .75 -999 143.9 12.99
2016 12 29 364 6208 921 -20.42 -21.5 -999 -999 12.82 321.3 -999 -999 20.5 -999 16.8 -999 -999 155.2 224.7 -999 -999 2.345 1.466 10.218 10.996 -999 -999 -999 -999 -999 -999 -999 -999 -999 .16 -6.58 61.099796 46.832996 621 .76 -999 131.4 13
2016 12 30 365 6209 938 -16.45 -17.59 -999 -999 5.22 318.5 -999 -999 19 -999 15.9 -999 -999 176.3 230.1 -999 -999 2.328 1.457 10.391 11.01 -999 -999 -999 -999 -999 -999 -999 -999 -999 .62 -6.58 61.099777 46.83298 619.2 .75 -999 137.3 12.97
2016 12 31 366 6210 946 -5.7 -6.75 -999 -999 8.77 57.2 -999 -999 3.3 -999 3.4 -999 -999 269 281.8 -999 -999 2.07 1.439 10.372 10.916 -999 -999 -999 -999 -999 -999 -999 -999 -999 .58 -6.47 61.099796 46.833 622 .77 -999 133.7 12.8
2017 1 1 1 6211 944 -1.73 -2.71 -999 -999 7.25 93.1 -999 -999 4.1 -999 4 -999 -999 302.9 306.4 -999 -999 1.762 .875 10.423 10.986 -999 -999 -999 -999 -999 -999 -999 -999 -999 .66 -6.16 61.099804 46.832985 623.3 .74 -999 125.9 12.76
2017 1 2 2 6212 948 -6.89 -7.96 -999 -999 4.55 13.3 -999 -999 8.6 -999 8.7 -999 -999 246.9 276.6 -999 -999 1.762 .906 10.359 10.885 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.39 -6.19 61.09981 46.832973 623.7 .74 -999 130.8 12.75
2017 1 3 3 6213 934 -1.38 -2.34 -999 -999 5.7 61.3 -999 -999 4 -999 3.8 -999 -999 306.2 306.6 -999 -999 1.246 -999 10.263 10.919 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.6 -6.19 -999 -999 -999 -999 -999 124.3 12.7
2017 1 4 4 6214 935 -15.15 -16.17 -999 -999 5.94 315.1 -999 -999 13.6 -999 12.3 -999 -999 197.4 243.4 -999 -999 1.29 .473 10.269 10.916 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.82 -6.23 61.09978 46.83302 626.8 .97 -999 127.8 12.77
2017 1 5 5 6215 933 -16.89 -17.95 -999 -999 5.29 337.5 -999 -999 15.9 -999 13.4 -999 -999 205.3 235.9 -999 -999 1.338 -999 10.186 10.851 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.85 -6.17 -999 -999 -999 -999 -999 130.6 12.75
2017 1 6 6 6216 913 -4.97 -5.98 -999 -999 9.11 104.6 -999 -999 7.9 -999 7.4 -999 -999 292.5 292.3 -999 -999 1.215 .39 10.115 10.967 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.9 -6.12 -999 -999 -999 -999 -999 128.9 12.66
2017 1 7 7 6217 920 -8.64 -9.67 -999 -999 4.8 91.3 -999 -999 5.7 -999 5.5 -999 -999 276.9 277.3 -999 -999 .92 -999 10.154 10.941 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.97 -6.1 -999 -999 -999 -999 -999 127.1 12.64
2017 1 8 8 6218 923 -10.74 -11.79 -999 -999 6.41 26.3 -999 -999 10 -999 9.8 -999 -999 251 265.8 -999 -999 1.055 -999 10.218 10.977 -999 -999 -999 -999 -999 -999 -999 -999 -999 2.33 -6.08 -999 -999 -999 -999 -999 130.9 12.63
2017 1 9 9 6219 924 -6.56 -7.59 -999 -999 6.1 46.4 -999 -999 7.4 -999 7 -999 -999 283.8 285 -999 -999 .991 .447 10.167 10.916 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.78 -5.87 61.099777 46.832996 626 .97 -999 130.7 12.63
2017 1 10 10 6220 922 -8.69 -9.71 -999 -999 5.28 54.2 -999 -999 12.2 -999 13.3 -999 -999 271.3 274.8 -999 -999 .966 -999 10.205 10.973 -999 -999 -999 -999 -999 -999 -999 -999 -999 1.92 -5.75 61.099796 46.832985 621.7 .86 -999 131.1 12.67
2017 1 11 11 6221 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2017 1 12 12 6222 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2017 1 13 13 6223 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2017 1 14 14 6224 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2017 1 15 15 6225 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2017 1 16 16 6226 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2017 1 17 17 6227 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
