Year MonthOfYear DayOfMonth DayOfYear DayOfCentury AirPressure(hPa) AirTemperature(C) AirTemperatureHygroClip(C) RelativeHumidity(%) SpecificHumidity(g/kg) WindSpeed(m/s) WindDirection(d) SensibleHeatFlux(W/m2) LatentHeatFlux(W/m2) ShortwaveRadiationDown(W/m2) ShortwaveRadiationDown_Cor(W/m2) ShortwaveRadiationUp(W/m2) ShortwaveRadiationUp_Cor(W/m2) Albedo_theta<70d LongwaveRadiationDown(W/m2) LongwaveRadiationUp(W/m2) CloudCover SurfaceTemperature(C) HeightSensorBoom(m) HeightStakes(m) DepthPressureTransducer(m) DepthPressureTransducer_Cor(m) AblationPressureTransducer(mm) IceTemperature1(C) IceTemperature2(C) IceTemperature3(C) IceTemperature4(C) IceTemperature5(C) IceTemperature6(C) IceTemperature7(C) IceTemperature8(C) TiltToEast(d) TiltToNorth(d) LatitudeGPS_HDOP<1(degN) LongitudeGPS_HDOP<1(degW) ElevationGPS_HDOP<1(m) HorDilOfPrecGPS_HDOP<1 LoggerTemperature(C) FanCurrent(mA) BatteryVoltage(V)
2016 7 15 197 6041 730.02 -12.36 -12.6 92.1 1.7 3.94 254.2 -2.9 -8.5 318.5 323.4 263.4 259.9 .806 217.1 262.3 .52 -12.14 2.555 -999 -999 -999 -999 -9.85 -10.47 -10 -11.28 -13 -15.11 -17.54 -21.35 .28 -1.75 75.62459 35.974976 2662.1 .77 -9.2 122.7 14.37
2016 7 16 198 6042 728.42 -11.02 -11.37 91.6 1.93 3.83 259.2 2.3 -7.2 328.3 327.1 260.1 260.1 .791 214.6 265.6 .44 -11.25 2.552 -999 -999 -999 -999 -9.96 -10.67 -10.14 -11.54 -13.19 -15.16 -17.43 -21.19 .22 -1.76 75.624596 35.974995 2662.3 .79 -8.47 124 14.41
2016 7 17 199 6043 728.03 -8.97 -9.22 90.2 2.2 4.38 296.3 -2.1 -10.7 264.9 266.9 221.5 221.5 .831 257.4 276.1 .8 -8.89 2.55 -999 -999 -999 -999 -9.21 -10.23 -9.47 -11.4 -13.24 -15.19 -17.37 -21.04 .28 -1.73 75.624596 35.974995 2662.2 .78 -6.9 122.3 14.31
2016 7 18 200 6044 729.52 -10.09 -10.25 94 2.07 3.87 299.8 -4.3 -7.2 274.4 275 229.3 229.3 .837 250.5 272.3 .78 -9.76 2.553 -999 -999 -999 -999 -8.5 -9.59 -8.77 -10.91 -13.02 -15.12 -17.31 -20.91 .26 -1.76 75.624596 35.974983 2664.4 .8 -7.74 122.5 14.28
2016 7 19 201 6045 730.96 -10.96 -11.23 92.1 1.98 3.29 247.5 -2.8 -6.6 328 326.2 254.9 254.9 .781 222.5 268.2 .52 -10.68 2.548 -999 -999 -999 -999 -8.65 -9.52 -8.87 -10.67 -12.76 -14.96 -17.21 -20.8 .26 -1.71 75.6246 35.974983 2663.4 .82 -9.58 123.7 14.42
2016 7 20 202 6046 729.92 -4.86 -5.25 91.1 3.17 5.51 267 6 -8.4 315.2 313.7 253.4 253.4 .807 254 290.6 .58 -5.34 2.546 -999 -999 -999 -999 -7.54 -8.9 -7.89 -10.4 -12.61 -14.81 -17.08 -20.67 .22 -1.68 75.6246 35.974983 2662.5 .79 -999 123.3 14.29
2016 7 21 203 6047 733.52 -6.44 -6.6 94.1 2.86 2.86 237.7 0 -5.9 291 292.2 240.9 240.9 .823 246.2 285.6 .57 -6.55 2.551 -999 -999 -999 -999 -6.77 -8.08 -7.14 -9.66 -12.14 -14.59 -16.94 -20.53 -.01 -1.63 75.6246 35.97497 2665.4 .81 -999 122.3 14.23
2016 7 22 204 6048 735.07 -6.49 -7.15 90.4 2.72 5.8 226.2 16.9 -2.7 342.7 341.4 269.6 269.6 .789 213.3 279.2 .23 -7.8 2.554 -999 -999 -999 -999 -6.81 -7.94 -7.15 -9.38 -11.74 -14.31 -16.76 -20.41 -.27 -1.61 75.6246 35.974968 2662.5 .78 -999 123.1 14.34
2016 7 23 205 6049 736.74 -9.44 -9.9 91.1 2.14 5.22 244.7 13.2 -3.3 339.6 346.9 271.5 271.5 .781 197.5 268.1 .19 -10.48 2.557 -999 -999 -999 -999 -7.88 -8.63 -8.12 -9.64 -11.61 -14.08 -16.56 -20.28 -.35 -1.61 75.624596 35.97496 2662.8 .76 -999 122.3 14.29
2016 7 24 206 6050 738.29 -9.93 -10.45 90.7 2.09 4.65 236.1 9.2 -5.4 341.9 345.4 269.5 269.5 .78 201.7 266.9 .26 -10.86 2.556 -999 -999 -999 -999 -8.71 -9.38 -8.94 -10.17 -11.78 -13.98 -16.38 -20.13 -.31 -1.58 75.6246 35.974968 2661.4 .78 -999 121.7 14.28
2016 7 25 207 6051 738.07 -9.82 -10.18 88.9 2.06 4.5 246.6 11.5 -4 327.5 335.4 261.1 261.1 .777 198.4 266.9 .22 -10.81 2.556 -999 -999 -999 -999 -8.96 -9.69 -9.2 -10.51 -11.99 -14 -16.26 -19.98 -.33 -1.59 75.62461 35.974964 2663.5 .77 -999 122 14.26
2016 7 26 208 6052 738.83 -12.21 -12.48 93.4 1.71 4.33 250.6 5.9 -3.1 327.6 336.3 260.5 260.5 .773 192.1 259 .25 -12.74 2.558 -999 -999 -999 -999 -9.46 -10.06 -9.67 -10.77 -12.15 -14.05 -16.2 -19.85 -.33 -1.61 75.6246 35.974937 2663 .75 -999 122.5 14.26
2016 7 27 209 6053 737.81 -10.5 -11.09 88.9 1.97 4.91 233.6 9 -6.6 300 306.3 239.6 239.6 .786 213.4 265.9 .4 -11.22 2.558 -999 -999 -999 -999 -10.05 -10.63 -10.26 -11.22 -12.4 -14.13 -16.17 -19.73 -.3 -1.58 75.62461 35.974957 2664 .77 -999 122 14.27
2016 7 28 210 6054 736.59 -8.52 -9.06 96.9 2.47 4.05 131.1 1.9 -1.5 248.7 249.4 210.1 210.1 .842 252 276.6 .73 -8.73 2.551 -999 -999 -999 -999 -9.3 -10.21 -9.59 -11.15 -12.54 -14.24 -16.16 -19.62 -.3 -1.61 75.6246 35.97495 2663 .78 -999 123.1 14.27
2016 7 29 211 6055 734.58 -9.96 -10.52 95.1 2.1 5.81 301.2 1.9 -4.4 235.5 236.8 201.8 201.8 .855 256.6 270.9 .84 -10.14 2.526 -999 -999 -999 -999 -8.96 -9.85 -9.24 -10.86 -12.42 -14.24 -16.16 -19.55 -.37 -1.62 75.62461 35.97496 2663.1 .78 -999 122.5 14.15
2016 7 30 212 6056 738.49 -17.8 -17.95 93.8 1.04 4.5 286.4 9.1 -.3 323 324.8 259.9 259.9 .8 178.4 236.5 .33 -18.61 2.528 -999 -999 -999 -999 -10.4 -10.65 -10.5 -11.11 -12.38 -14.19 -16.12 -19.48 -.4 -1.59 75.62461 35.97493 2662.8 .8 -999 124.4 14.35
2016 7 31 213 6057 736.92 -15.29 -15.6 87.8 1.3 4.65 314.2 10.9 -5.6 246.7 255.1 210.6 210.6 .832 213.6 247.1 .6 -16.21 2.522 -999 -999 -999 -999 -12.4 -12.49 -12.48 -12.45 -12.95 -14.29 -16.09 -19.41 -.39 -1.59 75.62461 35.974926 2661.7 .81 -999 122.6 14.29
2016 8 1 214 6058 734.52 -13.34 -13.44 85.9 1.41 3.04 278 4.3 -4.8 287.6 287 230.6 230.6 .802 209.1 254.4 .48 -14.04 2.525 -999 -999 -999 -999 -11.58 -12.2 -11.8 -12.73 -13.46 -14.6 -16.15 -19.34 -.37 -1.59 75.62462 35.97494 2663.1 .8 -999 123.4 14.29
2016 8 2 215 6059 733.79 -17.55 -17.81 84 .97 4.22 258.7 13.5 -3.3 304.7 312.9 246.5 246.5 .787 175.9 235.5 .29 -18.94 2.525 -999 -999 -999 -999 -12.83 -12.94 -12.9 -13.05 -13.66 -14.81 -16.26 -19.31 -.38 -1.62 75.62462 35.974957 2662.7 .79 -999 122.9 14.3
2016 8 3 216 6060 732.2 -14.54 -15.03 85.5 1.46 5.45 272.2 19.2 -3.2 257.1 265 212.6 212.6 .813 205 247.5 .47 -16.05 2.524 -999 -999 -999 -999 -13.68 -13.86 -13.79 -13.87 -14.16 -15.05 -16.37 -19.28 -.39 -1.58 75.62462 35.97494 2661.4 .81 -999 123.2 14.29
2016 8 4 217 6061 731.84 -9.46 -9.97 94.4 2.2 5.15 267.3 8.1 -1.6 240 237.7 195.1 195.1 .819 241.1 270.6 .65 -10.12 2.524 -999 -999 -999 -999 -11.74 -12.73 -12.06 -13.57 -14.41 -15.34 -16.52 -19.27 -.4 -1.6 75.62462 35.97493 2661.7 .82 -999 121.4 14.16
2016 8 5 218 6062 728.93 -7.83 -8.67 94.9 2.59 7.48 255.9 13.5 -.3 192.2 192.7 166 166 .865 262.7 277.5 .81 -8.59 2.522 -999 -999 -999 -999 -10.7 -11.7 -11 -12.73 -14.06 -15.39 -16.65 -19.29 -.33 -1.57 75.62462 35.97493 2663.3 .79 -999 123.5 14.11
2016 8 6 219 6063 728 -8.4 -8.97 95 2.44 6.28 286.7 12 1.3 197.4 196.3 169.6 169.6 .864 251.5 274.9 .72 -9.12 2.498 -999 -999 -999 -999 -10.04 -10.94 -10.28 -12.04 -13.63 -15.25 -16.67 -19.31 -.37 -1.57 75.62462 35.974915 2661.2 .77 -999 123.5 14.13
2016 8 7 220 6064 729.54 -13.54 -13.82 94.4 1.53 4.08 315 .9 -2.8 215 212.9 182.3 182.3 .855 233.4 256 .74 -13.77 2.485 -999 -999 -999 -999 -10.78 -11.3 -10.93 -12.01 -13.36 -15.04 -16.6 -19.31 -.42 -1.6 75.624626 35.974915 2663.9 .78 -999 121.5 14.16
2016 8 8 221 6065 733.64 -13.76 -13.86 96.9 1.53 2.56 313.9 -3.6 -3 200.2 199.2 170.3 170.3 .854 240.5 257.9 .83 -13.34 2.486 -999 -999 -999 -999 -11.61 -12.03 -11.75 -12.49 -13.48 -14.95 -16.52 -19.28 -.4 -1.67 75.62462 35.974915 2664 .77 -999 121.8 14.17
2016 8 9 222 6066 733.45 -16.65 -17.06 91.8 1.12 3.47 247.1 -.6 -3 266.3 266.1 213 212.9 .801 197.6 244 .49 -16.69 2.489 -999 -999 -999 -999 -11.89 -12.29 -12.02 -12.75 -13.66 -15 -16.48 -19.25 -.47 -1.81 75.62462 35.97491 2662.9 .75 -999 123.3 14.3
2016 8 10 223 6067 728.04 -20.75 -21.17 95.9 .85 4.11 246.3 4.9 -1.3 278.7 280 215.3 214.1 .772 172.4 227 .37 -21.3 2.489 -999 -999 -999 -999 -13.71 -13.61 -13.69 -13.52 -13.98 -15.1 -16.49 -19.22 -.51 -1.8 75.624626 35.97491 2662.4 .8 -999 122.3 14.28
2016 8 11 224 6068 726.59 -20.33 -20.8 90.1 .81 3.68 245 1 -3.7 278.8 274.9 213.9 208.8 .753 186.6 230.5 .51 -20.42 2.489 -999 -999 -999 -999 -14.81 -14.73 -14.81 -14.54 -14.62 -15.37 -16.55 -19.2 -.48 -1.78 75.624626 35.974888 2663.4 .77 -999 121.3 14.26
2016 8 12 225 6069 723.6 -17.09 -17.85 89.7 1.11 5.55 237.4 12 -2.7 248.2 249.1 196.4 196.8 .788 188.1 239.1 .4 -18.03 2.49 -999 -999 -999 -999 -15.06 -15.19 -15.12 -15.14 -15.19 -15.73 -16.7 -19.2 -.47 -1.72 75.624626 35.9749 2662.6 .78 -999 121.5 14.24
2016 8 13 226 6070 719.98 -14.88 -15.16 94.7 1.37 3.16 266 2.1 -.9 217.3 215.5 173.6 173.7 .802 221.6 250.5 .68 -15.12 2.48 -999 -999 -999 -999 -14.33 -14.78 -14.48 -15.1 -15.48 -16.06 -16.9 -19.23 -.46 -1.76 75.624626 35.97489 2662.3 .79 -999 120.9 14.15
2016 8 14 227 6071 722.14 -19.19 -19.37 94.8 .94 1.6 30.8 -1.6 -1.6 195.5 198.5 163.5 163.4 .823 230.1 233.8 .9 -19.8 2.466 -999 -999 -999 -999 -14.47 -14.71 -14.53 -14.97 -15.49 -16.23 -17.07 -19.27 -.49 -1.77 75.624626 35.97488 2662.4 .83 -999 119.6 14.05
2016 8 15 228 6072 723.88 -23.11 -23.41 93.1 .62 3.11 230.6 2.5 -.6 263.3 242.2 200.7 180.1 .725 181.6 218.9 .56 -23.61 2.461 -999 -999 -999 -999 -15.61 -15.53 -15.59 -15.45 -15.69 -16.35 -17.18 -19.33 .98 -1.65 75.624626 35.974873 2662.4 .82 -999 120.6 14.26
2016 8 16 229 6073 723.14 -18.43 -18.91 96.5 1.16 3.91 230 6.8 0 221.1 216.1 179.1 170.7 .804 205 235.9 .63 -19.23 2.463 -999 -999 -999 -999 -16.51 -16.45 -16.51 -16.24 -16.17 -16.59 -17.32 -19.38 3 -1.73 75.62463 35.974888 2663.3 .83 -999 121.6 14.25
2016 8 17 230 6074 722.24 -17.42 -18.04 95.4 1.14 4.26 231.2 7.6 -.8 231.4 229.8 182.5 179.2 .798 200.7 238.9 .55 -18.17 2.465 -999 -999 -999 -999 -15.98 -16.25 -16.07 -16.39 -16.53 -16.89 -17.49 -19.45 3.01 -1.72 75.62463 35.97489 2661.4 .82 -999 121.5 14.22
2016 8 18 231 6075 722.81 -19.49 -19.89 97.5 .95 3.21 240.1 -.6 -1.4 196.9 212.4 165.5 165.8 .785 207.6 234.1 .71 -19.52 2.466 -999 -999 -999 -999 -16.08 -16.24 -16.13 -16.36 -16.62 -17.09 -17.66 -19.52 3.03 -1.77 75.62463 35.974873 2663 .82 -999 119.4 14.21
2016 8 19 232 6076 725.44 -17.84 -18.53 96.3 1.32 4.75 254.3 11.6 1.2 214.5 208.4 166 163.7 .815 209.5 237.7 .65 -18.84 2.463 -999 -999 -999 -999 -16.42 -16.55 -16.46 -16.6 -16.79 -17.24 -17.81 -19.59 3.07 -1.74 75.62463 35.974865 2661.8 .8 -999 122 14.26
2016 8 20 233 6077 727.44 -11.07 -11.81 95.3 1.95 6.71 246 23.8 5.7 194.2 195.3 158.1 158.2 .812 216.5 260.4 .46 -12.53 2.469 -999 -999 -999 -999 -15.35 -15.96 -15.51 -16.45 -16.9 -17.4 -17.95 -19.67 3.05 -1.75 75.62464 35.974888 2661.9 .79 -999 122 14.12
2016 8 21 234 6078 730.83 -13.46 -14.23 95.6 1.58 6.93 241.7 26.2 5.5 215.7 208.6 165.5 165.6 .798 200.6 250.7 .4 -14.96 2.468 -999 -999 -999 -999 -15.21 -15.54 -15.27 -15.98 -16.69 -17.45 -18.07 -19.75 3.09 -1.79 75.62464 35.974884 2663.1 .77 -999 124.4 14.27
2016 8 22 235 6079 734.03 -16.83 -17.6 89.1 1.07 6.41 234.5 26.6 .4 221.8 217.2 170.8 172 .792 188.2 237.2 .4 -18.51 2.47 -999 -999 -999 -999 -15.73 -15.89 -15.76 -16.12 -16.66 -17.42 -18.12 -19.83 3.11 -1.77 75.62465 35.974895 2663.9 .77 -999 123.2 14.25
2016 8 23 236 6080 735.03 -18.37 -19.25 94.2 1.02 6.38 238.2 17.5 1 180.1 184.9 157 155 .815 196.2 234 .54 -19.48 2.47 -999 -999 -999 -999 -16.58 -16.57 -16.56 -16.57 -16.85 -17.48 -18.16 -19.89 3.01 -1.81 75.62465 35.974873 2663 .8 -999 123.9 14.16
2016 8 24 237 6081 733.81 -15.35 -16.04 95.5 1.38 4.74 248.2 19.9 2.7 199.7 191.8 152 152.7 .783 201.1 243.5 .47 -16.95 2.469 -999 -999 -999 -999 -16.97 -17.02 -16.98 -17.02 -17.16 -17.63 -18.23 -19.93 3.07 -1.77 75.62464 35.974876 2661.8 .78 -999 122.4 14.18
2016 8 25 238 6082 733.57 -11.35 -11.74 99.6 1.97 2.34 293.4 -2.1 -1.2 140.9 139.7 114.2 114.3 .83 254.6 266.5 .88 -11.24 2.47 -999 -999 -999 -999 -16.19 -16.61 -16.32 -16.97 -17.33 -17.8 -18.33 -19.97 3.05 -1.74 75.62464 35.97486 2662.3 .76 -999 120.2 13.97
2016 8 26 239 6083 733.53 -15.26 -15.49 96 1.37 3.33 268.5 3.6 .1 162 175.5 141.2 141.2 .791 217.9 247.6 .65 -15.94 2.474 -999 -999 -999 -999 -15.29 -15.77 -15.43 -16.36 -17.11 -17.84 -18.42 -20.02 2.99 -1.78 75.62464 35.974854 2662.2 .79 -999 120.6 14.02
2016 8 27 240 6084 734.87 -20.63 -21.2 94.8 .84 3.65 264.5 7.6 0 197.5 183.4 146.9 137.8 .738 198 227.3 .65 -21.38 2.471 -999 -999 -999 -999 -16.44 -16.35 -16.41 -16.43 -16.95 -17.75 -18.44 -20.07 3 -1.8 75.62464 35.974854 2661.9 .79 -999 120.9 14.1
2016 8 28 241 6085 731.6 -11.62 -12.3 96.9 1.88 5.68 292.4 9.5 2 138.9 135.8 114.8 114.7 .842 245.1 262.3 .79 -12.25 2.451 -999 -999 -999 -999 -16.54 -16.77 -16.63 -16.94 -17.22 -17.79 -18.45 -20.11 2.99 -1.73 75.62464 35.974834 2663.2 .8 -999 121.4 13.93
2016 8 29 242 6086 722.12 -8.75 -9.63 99.8 2.51 9.84 313.1 13.6 7.6 90.4 89.8 81.7 81.7 .914 267.7 274.5 .9 -9.33 2.436 -999 -999 -999 -999 -15.15 -15.75 -15.37 -16.42 -17.16 -17.87 -18.5 -20.12 2.71 -1.87 75.62464 35.974846 2660.4 .79 -999 124.2 13.68
2016 8 30 243 6087 720.13 -9.37 -10.29 98.8 2.36 6.66 285.7 10.9 4.5 113.1 112.8 97.2 97.1 .858 259.9 271.4 .85 -10.05 2.427 -999 -999 -999 -999 -14.29 -14.88 -14.52 -15.67 -16.75 -17.78 -18.53 -20.16 2.99 -1.7 75.62465 35.97484 2662.5 .8 -999 121.3 13.81
2016 8 31 244 6088 715.92 -10.71 -11.43 98.7 2.1 5.99 279 9.8 4.1 123 123.5 103.6 103.8 .835 246.5 265.7 .76 -11.38 2.415 -999 -999 -999 -999 -13.85 -14.43 -14.05 -15.24 -16.39 -17.6 -18.48 -20.18 3.07 -1.74 75.62465 35.974834 2663.1 .8 -999 120.1 13.87
2016 9 1 245 6089 713.08 -17.34 -17.99 97.6 1.16 4.27 250.2 10.4 2 136.6 135.1 113.3 113.6 .842 211.8 238.3 .67 -18.38 2.394 -999 -999 -999 -999 -14.39 -14.66 -14.48 -15.17 -16.17 -17.41 -18.39 -20.18 2.97 -1.79 75.62465 35.974842 2661.4 .8 -999 120.1 14.11
2016 9 2 246 6090 713.86 -21.05 -21.77 98.4 .81 5.83 332.7 4.7 .1 111.1 111.4 95 95.1 .858 209.3 226.8 .78 -21.54 2.406 -999 -999 -999 -999 -15.81 -15.74 -15.79 -15.8 -16.31 -17.32 -18.3 -20.17 2.98 -1.79 75.62465 35.974827 2661 .83 -999 116.9 13.85
2016 9 3 247 6091 718.19 -26.05 -26.93 96 .51 5.71 238.6 10.9 .1 143 142.9 114.7 114.5 .801 176.9 208 .61 -26.89 2.417 -999 -999 -999 -999 -17.22 -16.92 -17.13 -16.69 -16.77 -17.43 -18.27 -20.14 2.89 -1.81 75.62465 35.97482 2660.1 .83 -999 120.5 13.92
2016 9 4 248 6092 717.27 -29.77 -30.57 96.8 .35 6.53 231.5 18.7 1.1 154.4 150 117.9 117.7 .787 158.7 194.4 .54 -30.93 2.426 -999 -999 -999 -999 -19.56 -18.79 -19.36 -17.99 -17.47 -17.72 -18.33 -20.13 2.91 -1.83 75.62465 35.974815 2659.5 .8 -999 121.8 14.12
2016 9 5 249 6093 716.07 -26.89 -27.8 96.8 .49 6.49 218.4 21.9 2 156.7 149.3 113.2 116.7 .785 170.9 203.5 .58 -28.25 2.427 -999 -999 -999 -999 -21.16 -20.41 -20.97 -19.46 -18.47 -18.21 -18.51 -20.14 2.98 -1.81 75.62466 35.97481 2662.9 .81 -999 121.3 14.13
2016 9 6 250 6094 713.78 -25.76 -26.47 97.2 .51 3.61 228.3 9.7 .9 153.3 148.7 111.9 114.2 .769 180.5 207.5 .65 -27.03 2.42 -999 -999 -999 -999 -21.41 -20.96 -21.3 -20.27 -19.32 -18.82 -18.8 -20.19 2.92 -1.81 75.62466 35.974823 2662.8 .78 -999 119.8 14.09
2016 9 7 251 6095 717.77 -25.23 -25.99 99.3 .62 3.66 240.8 11.4 1.8 132.6 139.9 106.1 99 .703 184 209.4 .66 -26.61 2.42 -999 -999 -999 -999 -22.21 -21.64 -22.06 -20.86 -19.9 -19.34 -19.13 -20.28 2.89 -1.81 75.62466 35.9748 2662.5 .77 -999 116.7 13.96
2016 9 8 252 6096 719.56 -22.88 -23.49 96.6 .69 2.27 233.3 1.9 -.2 91.5 122.2 87.3 85.9 -999 203.6 218.6 .79 -23.96 2.42 -999 -999 -999 -999 -22.24 -21.9 -22.15 -21.33 -20.46 -19.82 -19.47 -20.41 2.79 -1.81 75.62466 35.97481 2661.9 .79 -999 116.2 13.98
2016 9 9 253 6097 723.12 -28.97 -29.59 100 .4 2.32 256.1 -2.5 -.4 93.6 114.8 82.3 80.7 -999 196.6 202.2 .93 -28.86 2.417 -999 -999 -999 -999 -22.68 -22.19 -22.53 -21.58 -20.8 -20.21 -19.8 -20.56 2.9 -1.84 75.62466 35.974804 2661.3 .81 -999 117.7 14.06
2016 9 10 254 6098 721.69 -23.06 -23.76 97.6 .68 2.18 208.5 8.5 .8 92.9 118.8 87.4 83.5 -999 226.3 215.2 1 -25.2 2.408 -999 -999 -999 -999 -22.77 -22.53 -22.7 -22.04 -21.24 -20.58 -20.1 -20.73 2.88 -1.81 75.62466 35.97479 2662 .82 -999 115.6 13.99
2016 9 11 255 6099 722.3 -25.15 -25.74 99.7 .58 2.43 247.9 3.4 .4 98.8 101.9 82.1 71.6 -999 218.1 212.6 .99 -25.85 2.409 -999 -999 -999 -999 -22.88 -22.56 -22.77 -22.11 -21.46 -20.9 -20.39 -20.9 2.92 -1.84 75.62466 35.974796 2660.2 .8 -999 117.8 14.12
2016 9 12 256 6100 722.56 -19.6 -20.51 96.8 .91 4.44 192.5 5.9 -.1 97 101.8 78.7 71.5 -999 221.7 231.8 .86 -20.25 2.402 -999 -999 -999 -999 -22.64 -22.56 -22.61 -22.28 -21.7 -21.16 -20.65 -21.07 2.9 -1.79 75.624664 35.9748 2660.5 .81 -999 115.3 13.88
2016 9 13 257 6101 717.72 -24.87 -25.76 97.2 .56 6.09 224.8 22.8 2.4 122.2 122.9 92.5 86.3 -999 174 209.3 .54 -26.39 2.415 -999 -999 -999 -999 -22.05 -22.03 -22.01 -21.94 -21.69 -21.35 -20.87 -21.24 2.86 -1.8 75.624664 35.97481 2661 .86 -999 121.4 14.08
2016 9 14 258 6102 717.22 -21.1 -21.97 97.7 .84 6.05 237.9 26.9 4.5 120.5 102.1 81.9 71.7 -999 193.9 221.6 .62 -22.97 2.412 -999 -999 -999 -999 -22.56 -22.37 -22.48 -22.09 -21.72 -21.43 -21.04 -21.4 2.87 -1.8 75.624664 35.974804 2662 .85 -999 121 14.08
2016 9 15 259 6103 722.01 -26.68 -27.55 99.7 .47 5.22 223.1 15.8 2 114.5 112.1 96.8 78.8 -999 185.1 205 .73 -27.79 2.411 -999 -999 -999 -999 -22.86 -22.61 -22.75 -22.28 -21.87 -21.56 -21.18 -21.54 2.88 -1.84 75.624664 35.974796 2659.9 .83 -999 121.2 14.08
2016 9 16 260 6104 717.97 -21.93 -22.66 97.3 .73 2.91 219.1 4.1 .5 101.9 98.4 75.6 69.1 -999 211.7 222.8 .85 -22.7 2.413 -999 -999 -999 -999 -23.35 -23.12 -23.26 -22.72 -22.15 -21.74 -21.33 -21.68 2.94 -1.8 75.624664 35.97478 2659.5 .81 -999 120.1 14.07
2016 9 17 261 6105 709.35 -22.02 -22.79 99.1 .75 3.53 277.1 10.9 1.8 68.1 86.3 63.9 60.6 -999 207.4 220.6 .8 -23.3 2.402 -999 -999 -999 -999 -22.89 -22.86 -22.84 -22.7 -22.33 -21.95 -21.5 -21.8 2.91 -1.81 75.62467 35.974792 2662.4 .82 -999 116.7 13.77
2016 9 18 262 6106 710.13 -23.63 -24.34 98.4 .64 3.77 296.8 5.5 .4 62 79.1 55.4 55.6 -999 205.5 217.5 .84 -24.24 2.376 -999 -999 -999 -999 -22.73 -22.7 -22.68 -22.58 -22.34 -22.07 -21.65 -21.93 2.87 -1.81 75.62467 35.974777 2660.4 .85 -999 113.7 13.53
2016 9 19 263 6107 716.78 -30.29 -31.01 98.7 .33 2.37 259.2 4.5 .3 75.9 84.5 61.3 59.3 -999 178.5 193.7 .78 -31.35 2.369 -999 -999 -999 -999 -23.27 -22.98 -23.15 -22.68 -22.37 -22.14 -21.77 -22.04 2.85 -1.86 75.62468 35.974777 2662.3 .79 -999 120.2 14.01
2016 9 20 264 6108 722 -28.37 -29.18 100 .41 3.25 257.6 -.9 -.3 41.9 54.7 38.3 38.4 -999 199.7 204.3 .93 -28.21 2.379 -999 -999 -999 -999 -24.19 -23.82 -24.07 -23.31 -22.7 -22.29 -21.88 -22.15 2.89 -1.83 75.62468 35.97478 2661.3 .8 -999 111.3 13.29
2016 9 21 265 6109 724.21 -35.63 -36.45 100 .18 4.78 240.6 13.6 .7 82.1 83.4 78.1 58.6 -999 146.8 176.5 .61 -36.68 2.383 -999 -999 -999 -999 -24.77 -24.3 -24.61 -23.74 -23.06 -22.53 -22.03 -22.26 2.82 -1.88 75.62468 35.974762 2662 .78 -999 117.8 13.96
2016 9 22 266 6110 723.54 -29.35 -30.08 99.5 .37 4.72 240.2 14.6 1.4 59.1 79.6 58.1 55.9 -999 175.3 195.6 .71 -30.66 2.375 -999 -999 -999 -999 -25.84 -25.3 -25.69 -24.54 -23.58 -22.83 -22.22 -22.38 2.85 -1.85 75.62468 35.974762 2661 .81 -999 115.4 13.78
2016 9 23 267 6111 725.91 -28.1 -28.91 100 .41 3.26 256 -1.1 -.2 38.3 51 35.7 35.8 -999 202.5 204.9 .97 -28 2.366 -999 -999 -999 -999 -25.99 -25.6 -25.86 -24.98 -24.06 -23.2 -22.45 -22.5 2.84 -1.83 75.62468 35.974762 2662.1 .81 -999 109.2 13.22
2016 9 24 268 6112 726.56 -31.83 -32.12 100 .31 1.21 240.5 -.2 -.1 57.3 65 60.1 45.6 -999 193.6 192 .98 -32.2 2.372 -999 -999 -999 -999 -25.62 -25.39 -25.52 -25 -24.31 -23.52 -22.71 -22.64 2.8 -1.87 75.62468 35.974766 2662.5 .79 -999 114.2 13.62
2016 9 25 269 6113 730.45 -34.68 -35.46 100 .2 3.05 250.2 7.6 .4 61.3 73.4 55.7 51.5 -999 170.9 180.3 .85 -35.65 2.37 -999 -999 -999 -999 -26.99 -26.3 -26.76 -25.48 -24.54 -23.74 -22.93 -22.79 2.8 -1.87 75.62468 35.974747 2661.5 .81 -999 116.1 13.89
2016 9 26 270 6114 727.54 -29.19 -30.07 100 .39 4.84 263.4 14.6 1.7 73.6 63.7 70.4 44.7 -999 178.2 196.8 .74 -30.32 2.375 -999 -999 -999 -999 -27.68 -27.13 -27.5 -26.31 -25.13 -24.09 -23.16 -22.95 2.73 -1.85 75.62468 35.974747 2659.1 .82 -999 116 14.01
2016 9 27 271 6115 721.53 -17.03 -17.88 100 1.19 5.92 288 15.7 4.5 46.8 57 39.6 40 -999 227.5 239.6 .82 -18.1 2.354 -999 -999 -999 -999 -26.58 -26.61 -26.56 -26.32 -25.5 -24.48 -23.45 -23.13 2.92 -1.75 75.62468 35.974773 2660 .8 -999 109.5 13.38
2016 9 28 272 6116 719.75 -23.13 -23.89 99.6 .68 4.11 248.4 10.1 1.8 63.1 58.2 45.4 40.8 -999 202.5 217.6 .78 -24.17 2.356 -999 -999 -999 -999 -24.9 -25.11 -24.88 -25.27 -25.16 -24.62 -23.7 -23.3 2.86 -1.81 75.62468 35.97476 2660.9 .85 -999 114.5 13.83
